Presenter Name,Institution
Khalil Gholami,"Åbo Akademi University, FinlandLearning in Virtual and Augmented Realities"
Denis Gillet,"École Polytechnique Fédérale de Lausanne, Switzerland;EPFL, SwitzerlandTools to support learning in Interdisciplinary ChallengesWS session 2-3-09 Supporting the full life cycle of rich open educational resources with a learning experience platformPresenterWS session 3-2-11 Engineering a Sustainable Future: Inspiring next STEM generation by Innovation"
Ester Giménez,"Institute of Concrete Science and Technology (ICITECH), Universitat Politècnica de València, Valencia, Spain;Universitat Politècnica de ValenciaEthics Learning ActivitiesWS session 2-2-08 Teaching Engineering Ethics in the Disciplines: Strategies to integrate ethics into the classroom"
Johannes Goebel,"Hochschule Düsseldorf, University of Applied Sciences, GermanyMetacognition and Reflection in  Engineering Education"
Tom Goldfinch,"Faculty of Engineering, University of Sydney, AustraliaWS session 2-3-07 A National Approach to Supporting an Expanded Focus on Human and Social Context in EngineeringPresenter"
Sonia M. Gomez Puente,"Eindhoven University of Technology Eindhoven, The NetherlandsBuilding CapacityPresenter"
Sonia M. Gómez Puente,"Eindhoven University of Technology (TU/e), The NetherlandsTransversal Skills"
Sonia M. Gomez Puente,Eindhoven University of TechnologyWS session 2-3-12 Ingredients for professional development of engineering educatorsPresenterWS session 3-2-01 Refining a taxonomy and lexicon for continuing engineering educationPresenter
Sonia Maria Gómez Puente,"Eindhoven University of Technology, NetherlandsAttractiveness Systems for Engineering Pathways"
Lizbeth Goodman,"UCD, Dublin, Ireland;University College Dublin, IrelandSocially Responsible DesignTransversal Skills Learning"
Emine Görgül,"Istanbul Technical Unversity, TurkiyeWS session 3-2-06 The learning station model: Co-creation with students and stakeholders as a practice for knowing, thinking,feeling, and doing"
Jacopo Grazioli,"EPFL, SwitzerlandSustainability and Curriculum Innovations"
Jennifer Griffiths,"University College London, United KingdomSIG Workshop 1-03 Sorting skills: curriculum profiles and the forthcoming SEFI handbookSIG Workshop 1-06 Staff Capacity Building for Educating Socially Responsible Engineers: Considerations Related to Culture and EmotionPresenter"
Anssi Gröhn,"Karelia University of Applied Sciences, FinlandCredentials, Competences and Life Long Learning"
Sylvia Grommen,"KU Leuven, BelgiumWS session 3-2-08 Designing teaching and learning activities in different learning spaces: Considering pace, place and pedagogyPresenter"
Sarah Grundy,"School of Chemical Engineering, University of New South Wales, Sydney, AustraliaWS session 3-3-07 Evaluating and transforming you and your colleagues’ assessments in an age of generative AI"
Martina Gueci,"University of Twente, Enschede, The NetherlandsEngagement and Disengagement"
Marie Gillian Guerne,"Leuphana, Universität Lüneburg, GermanySIG Workshop 1-04 Engineering Outreach: Examples, Evaluation and EvidencingPresenterDiversity and pathwaysPresenterTransversal Skills LearningPresenter"
Aida Guerra,"Aalborg University, DenmarkSIG Workshop 1-02 What conflicts does sustainability bring to engineering education?PresenterSustainability and Curriculum InnovationsPresenter"
David Guile,"UCL, United KingdomPoster session (incl. refreshment break)"
Emmanuel Sepulveda Guzman,"University of Texas at El Paso, United States of AmericaResilience & Emotional Capabilities"
Alison Joy Gwynne-Evans,"University of Cape, Town Cape Town, South AfricaSIG Workshop 1-10 Curriculum development and emerging curriculum models in engineeringEthics and Sustainability in Engineering ProgrammesPresenter"
Pia Haapea,"LAB University of Applied Sciences, FinlandCredentials, Competences and Life Long LearningPresenter"
Riadh Habash,"University of Ottawa, CanadaSustainability in Technical DisciplinesPresenter"
Rigas Hadzilacos,Swiss Federal Institute of Technology LausanneSIG Workshop 1-07 Needs of students and educators for effective organization of continuing engineering education
Felix Hagan,"School of Mechanical and Aerospace Engineering, Queens University Belfast, United KingdomCurriculum Development"
Peter Hagström,KTHTools to support learning in Interdisciplinary ChallengesPresenter
Nafiz Imtiaz Bin Hamid,"Islamic University of Technology, BangladeshBuilding Thinking Capacity"
Gabrielle Hansen,"NTNU Norwegian University of Science and Technology, NorwayWS Session 4-07 Establishing centra for engineering education development – sharing experiences"
Rezwanul Haque,"School of Science, Technology and Engineering, University of the Sunshine Coast, Sippy Downs, AustraliaWS session 3-3-07 Evaluating and transforming you and your colleagues’ assessments in an age of generative AI"
Cécile Hardebolle,"Ecole polytechnique fédérale de Lausanne, SwitzerlandTeaching for Inclusivity in Engineering programmesWS session 3-2-10 Beyond “Just play with it!”: A rubric to help teachers design Jupyter notebooks for instructional efficiencyPresenter"
Nikita Hari,University of OxfordSIG Workshop 1-06 Staff Capacity Building for Educating Socially Responsible Engineers: Considerations Related to Culture and Emotion
Jidugu Kavya Harshitha,"IIT Gandhinagar, India;Queen's University, CanadaTransversal Skills Learning"
Mahbub Hasan,"Islamic University of Technology, BangladeshBuilding Thinking CapacityPresenter"
Ghulam M. Hassan,"School of Computer Science & Software Engineering, University of Western Australia, Perth, AustraliaWS session 3-3-07 Evaluating and transforming you and your colleagues’ assessments in an age of generative AI"
David Hastie,"University of Wollongong, AustraliaGenerative AI and LLMs"
Kamel Hawwash,"University of Birmingham, United KingdomDiversity in Engineering Education Experiences"
Isis Hazewindus,Universiteit van AmsterdamWS session 2-2-08 Teaching Engineering Ethics in the Disciplines: Strategies to integrate ethics into the classroom
Ya He,"University of Sheffield, United KingdomTeamwork & LeadershipPresenter"
Ashley Heath,"University of Wollongong, AustraliaGenerative AI and LLMs"
Hans-Ulrich Heiß,"TU Berlin Academy for Professional Education Berlin, GermanyWS session 3-2-01 Refining a taxonomy and lexicon for continuing engineering educationPresenter"
Annechien Sarah Helsdingen,"EPFL, SwitzerlandOnline and Onsite LearningPresenterPoster session (incl. refreshment break)"
Emma Henderson,"University of Strathclyde, ScotlandWS session 3-2-06 The learning station model: Co-creation with students and stakeholders as a practice for knowing, thinking,feeling, and doing"
Simon Henein,"Ecole Polytechnique Fédérale de Lausanne, SwitzerlandArts-based Education of Acting, Thinking and Feeling"
Rosalind Henry,"Ulster University, Belfast, United KingdomSustainability and Curriculum Innovations"
Pleun Hermsen,"Delft University of technology, Netherlands, TheWS session 3-2-05 Actively engaging with a code of conduct to foster responsible and inclusive behaviorPresenter"
Ascensión Hernández Encinas,Non-profit association AELCLÉSMathematics and Real world dataPresenterMathematics and Real world data
Kathryn Hess,"École Polytechnique Fédérale de Lausanne (EPFL), SwitzerlandGroup-based Learning"
Tim Hildebrand,"Technische Universität Berlin, GermanyTeaching Responsible Engineering"
Ashish Hingle,"George Mason University, United States of AmericaTeaching Responsible Engineering"
Jani Hirvonen,"Tampere University, FinlandTeaching for Inclusivity in Engineering programmes"
Sarah Hitt,"New Model Institute for Technology and Engineering (NMITE)WS session 3-2-03 Skills-based workshop for educators navigating a Volatile, Uncertain, Complex and Ambiguous world using recently co-created toolsPresenter"
MaartenJan Hoekstra,"TU Delft, Netherlands, ThePerspectives on Sustainability in Engineering EducationPresenter"
Jette Egelund Holgaard,"Aalborg University, DenmarkAttractiveness Systems for Engineering Pathways"
William Horan,"University of Limerick, IrelandPBL in disciplinary contexts"
Wybo Houkes,"Technical University of Eindhoven, Netherlands, TheCognition and Metacognition"
Elisabeth Huelse,"Ansys Academic Development Team, GermanySIG Workshop 1-04 Engineering Outreach: Examples, Evaluation and EvidencingPresenter"
Felix Huening,"University of Applied Science Aachen, GermanyGenerative AI and LLMsPresenter"
Paula Hueso Espinosa,"Delft University of technology, Netherlands, TheWS session 3-2-05 Actively engaging with a code of conduct to foster responsible and inclusive behavior"
Jenni Hukkanen,"Tampere University, FinlandTeaching Engineering Skills"
Jarkko Hurme,"Oulu University of Applied Sciences, FinlandReflection, Metacognition and Life Long Learning"
Allison Hutchison,"Cornell University, United States of AmericaSocial and Human Sciences in Engineering EducationPresenter"
Keiko Ikeda,"Kansai University, JapanPoster session (incl. refreshment break)"
Paula Immonen,"Lappeenranta-Lahti University of Technology LUT, FinlandTeaching for Inclusivity in Engineering programmes"
Masahiro Inoue,"Keio University, JapanPoster session (incl. refreshment break)PresenterPoster session (incl. refreshment break)"
Ali Intizar,Dublin City UniversityWS session 2-3-02 Sponsor WS (Bentley Systems) Digital Twins for Smart Universities and Industry EngagementPresenter
Olga Ioannou,"Delft University of Technology, The NetherlandsWS session 3-3-10 Students Taking Responsibility for Their LearningPresenter"
Mihail Ionsecu,Australian Nuclear Science and Technology OrganisationSustainability in Technical Disciplines
Robert K Irish,"University of Toronto, CanadaWell-being & CarePresenter"
Siara Isaac,"The Swiss Federal Institute of Technology Lausanne (EPFL) Lausanne, Switzerland;Ecole polytechinque Fédéerale de Lausanne, SwitzerlandSIG Workshop 1-05 Enacting our values - Steps towards a more sustainable and inclusive SEFI communityPresenterTransversal SkillsPresenterWS session 2-3-04 Transversal skills that promote sustainability -> an experiential activity for engineering studentsPresenterWS session 3-3-11 Creating experiential activities to teach transversal skills in your course with a backward design templatePresenter"
Ali Jaberi,"King's Collage London, United KingdomWS session 2-2-09 Engineering Non-technical Skills Behavioral Taxonomy: A Sort and Grid Workshop"
Gilles Jacovetti,"IMT Atlantique, FranceTeamwork & Leadership"
Yousef Jalali,"EPFL, Switzerland;The Swiss Federal Institute of Technology (EPFL), SwitzerlandPBL in disciplinary contextsPresenterWell-being & CarePresenterWS session 3-3-11 Creating experiential activities to teach transversal skills in your course with a backward design templatePresenter"
Amina Jameel,"Bahria University, PakistanPerspectives on AIPresenter"
Ruchita Jani,"TU Dublin, IrelandSustainability and Curriculum Innovations"
Hannu-Matti Järvinen,"Tampere University, FinlandTeaching Engineering Skills"
Yves Jeanrenaud,Ludwig Maximilian University of MunichSIG Workshop 1-07 Needs of students and educators for effective organization of continuing engineering educationWS session 2-3-06 Innovating Responsibility: Fostering Creative Competences for Sustainable Engineering SolutionsPresenter
Patrick Jermann,"EPFL, Switzerland;Ecole Polytechnique Fédérale de Lausanne, SwitzerlandDiversity in Engineering Education ExperiencesPoster session (incl. refreshment break)WS session 3-2-10 Beyond “Just play with it!”: A rubric to help teachers design Jupyter notebooks for instructional efficiency"
Brent Jesiek,"School of Engineering Education, Purdue University, United States of AmericaCompetences across the curriculum"
Jovana Jezdimirovic Ranito,University of TwenteSustainability and Curriculum InnovationsPresenter
Dan Jiang,Aalborg UniversitySustainability and Curriculum Innovations
Lucca Johann Leal,"University of Sheffield, United KingdomTeaching Engineering SkillsPresenter"
Thies Johannsen,"Technische Universität Berlin, Germany;TU BerlinSIG Workshop 1-03 Sorting skills: curriculum profiles and the forthcoming SEFI handbookSIG Workshop 1-06 Staff Capacity Building for Educating Socially Responsible Engineers: Considerations Related to Culture and EmotionPresenter"
Aaron W Johnson,University of MichiganWS session 2-2-08 Teaching Engineering Ethics in the Disciplines: Strategies to integrate ethics into the classroomPresenter
Aditya Johri,"George Mason University, United States of AmericaAI in Engineering EducationPerspectives on AITeaching Responsible EngineeringPresenterWS session 2-2-05 Securing fellowships for engineering education researchWS session 3-3-05 Leading the Development of EER Books and Special Issues"
Philippe Joly,Universite Toulouse III - Paul SabatierLearning in Virtual and Augmented Realities
Stefan Jongen,"Maastricht University, Netherlands, TheLearning and Testing in Mathematics"
Irene Josa,"The Bartlett School of Sustainable Construction, University College London London, United Kingdom;UCLEthics Learning ActivitiesPresenterTeaching for Inclusivity in Engineering programmesPresenterWS session 2-2-08 Teaching Engineering Ethics in the Disciplines: Strategies to integrate ethics into the classroomPresenter"
Rucha Joshi,Plaksha UniversityWS session 2-2-05 Securing fellowships for engineering education research
Sarah Junaid,"Aston University, United KingdomReflection, Metacognition and Life Long LearningPresenter"
Sunghwan Jung,"Cornell University, United States of AmericaSocial and Human Sciences in Engineering EducationPresenter"
Andrius Jurelionis,"Kaunas University of Technology, LithuaniaCritical approaches in Project based learningPresenterWS session 2-3-02 Sponsor WS (Bentley Systems) Digital Twins for Smart Universities and Industry EngagementPresenter"
Terhi Elina Kaarakka,"Tampere University, FinlandTeaching for Inclusivity in Engineering programmes"
Magnus Strøm Kahrs,"Departmen of Physics, NTNU - Norwegian University of Science and Technology, NorwayEthics Learning ActivitiesPresenter"
Emma Kallina,"University of Cambridge, UK; Women at the Table, Switzerland;Women at the Table, SwitzerlandWS session 3-2-09 Promoting and Facilitating a Human Rights-based Approach to AI Development: a Workshop for an Engineering Audience"
Anneli Kalm,"Tallinn University of Technolgy, EstoniaAttractiveness Systems for Engineering Pathways"
Rachelle Kamp,Eindhoven University of TechnologyWS session 2-3-12 Ingredients for professional development of engineering educators
Riikka Kangaslampi,"Tampere University, FinlandTeaching for Inclusivity in Engineering programmesPresenter"
Viggo Kann,"KTH Royal Institute of Technology, SwedenCompetences across the curriculum"
Manu Kapur,"Professorship for Learning Sciences and Higher Education, ETH Zurich, SwizerlandLearning in Virtual and Augmented Realities"
Olga Karageorgiou,"University of Twente, Netherlands, TheInnovations in Curriculum ModelsPresenter"
Meeri Karvinen,"School of Engineering, Aalto University, FinlandCredentials, Competences and Life Long Learning"
Olga Kasatkina,The Swiss Federal Institute of Technology (EPFL)Diversity and pathwaysPresenter
Nikos Katsanakis,"WMG, University of Warwick, United KingdomArts-based Education of Acting, Thinking and Feeling"
Christian Kautz,"Hamburg University of Technology, Germany;TU HamburgMathematics in Transition into UniversitySIG Workshop 1-06 Staff Capacity Building for Educating Socially Responsible Engineers: Considerations Related to Culture and Emotion"
Peter Kenttä,"Aalto University, FinlandSocial and Human Sciences in Engineering Education"
Marko Keskinen,"Aalto University, FinlandWS session 2-2-07 Re-imagining engineering education through solving interdisciplinary course design challenges"
Salam Khamas,"Department of Electronic and Electrical Engineering, University of Sheffield, United KingdomEngineering Skills: Thinking, Acting and Feeling"
Md. Shahadat Hossain Khan,"Islamic University of Technology, BangladeshBuilding Thinking Capacity"
Ljiljana Kheirawi,"Board of European Students of technology, BelgiumPerspectives on Sustainability in Engineering Education"
Kamakshi Khosla,"Indian Institute of Technology, Gandhinagar, IndiaSocially Responsible DesignPresenter"
Terhi Kilamo,"Unit of Computing Sciences, Tampere University (TAU) Tampere, FinlandSIG Workshop 1-05 Enacting our values - Steps towards a more sustainable and inclusive SEFI communityPresenter"
Jiwon Kim,"Purdue University, USAMetacognition and Reflection in  Engineering EducationPresenter"
Janet Y. King,"University of Twente, Netherlands, TheCurriculum RedesignPresenter"
Ronny Kjelsberg,"Departmen of Physics, NTNU - Norwegian University of Science and Technology, NorwayEthics Learning ActivitiesPresenter"
Martin Klomp,"Delft University of Technology, the NetherlandsAttracting Students to STEM Education"
Kamilla Klonowska,"Kristianstad University, SwedenEthics and Sustainability in Engineering ProgrammesPerspectives on Sustainability in Engineering Education"
Bruce Kloot,"University of Cape Town, South AfricaGender and Engineering Experiences"
David Knight,"Virginia Tech, USAWS Session 4-06 Engineering education research: Reviewing jounral manuscripts fairly, constructively and effectivelyPresenter"
Godelieve Kodde,"The Hague University of Applied Sciences, The NetherlandsPoster session (incl. refreshment break)"
Anette Kolmos,"Aalborg University, DenmarkAttractiveness Systems for Engineering Pathways"
Ákos Köpeczi-Bócz,"Budapest University of Technology and Economics, HungaryMathematics Innovations"
Guri Sivertsen Korpås,"NTNU Norwegian University of Science and Technology, Norway;NTNU, NorwayWS Session 4-07 Establishing centra for engineering education development – sharing experiencesWS session 3-2-08 Designing teaching and learning activities in different learning spaces: Considering pace, place and pedagogyPresenter"
Ilpo Koskinen,"University of New South Wales, AustraliaSustainability in Technical Disciplines"
Tuukka Kostamo,"Aalto University, FinlandSocial and Human Sciences in Engineering Education"
Aditi Kothiyal,"Indian Institute of Technology, Gandhinagar, India;IIT Gandhinagar, IndiaSocially Responsible DesignTransversal Skills LearningPresenterTransversal Skills LearningPresenterWS session 3-2-10 Beyond “Just play with it!”: A rubric to help teachers design Jupyter notebooks for instructional efficiencyPresenter"
Nihat Kotluk,"Ecole polytechnique fédérale de Lausanne (EPFL), SwitzerlandEducating the Whole EngineerPresenter"
Emily Kouzaridi,"Cyprus University of Technology, CyprusSocially Responsible Design"
Helena Kovacs,"EPFL, Switzerland;École polytechnique fédérale de Lausanne (EPFL), SwitzerlandInner and Outer Sustainable DevelomentPresenterPBL in PracticeSIG Workshop 1-03 Sorting skills: curriculum profiles and the forthcoming SEFI handbookPresenterSIG Workshop 1-09 Eager to further develop the field of engineering ethics education?WS session 2-2-05 Securing fellowships for engineering education researchWS session 2-2-11 Archimedean Oath: A reflection tool for responsible engineersPresenter"
Klara Kövesi,"ENSTA Bretagne, FranceCognition and MetacognitionPresenterSIG Workshop 1-04 Engineering Outreach: Examples, Evaluation and EvidencingPresenterSIG Workshop 1-06 Staff Capacity Building for Educating Socially Responsible Engineers: Considerations Related to Culture and EmotionTeamwork & LeadershipPresenter"
Vivian Kowalzik,"Technische Hochschule Köln – University of Applied Science, GermanyMetacognition and Reflection in  Engineering Education"
Caitlin Kraft-Buchman,"Women at the Table, SwitzerlandWS session 3-2-09 Promoting and Facilitating a Human Rights-based Approach to AI Development: a Workshop for an Engineering Audience"
László Ákos Kun,"Budapest University of Technology and Economics, HungaryCredentials, Competences and Life Long LearningPresenterMathematics Innovations"
Markku Kuosa,"Lappeenranta-Lahti University of Technology LUT, FinlandTeaching for Inclusivity in Engineering programmes"
Sofia Kypraiou,"Women at the Table, SwitzerlandWS session 3-2-09 Promoting and Facilitating a Human Rights-based Approach to AI Development: a Workshop for an Engineering AudiencePresenter"
Deolinda Maria L. Dias Rasteiro,"Polytechnique University of Coimbra - IPC/ISEC, PortugalMathematics and Real world dataPresenterMathematics InnovationsPresenterSIG Workshop 1-11 AI and ICT Integration in Mathematics Engineering Education: Enhancing Learning and TeachingPresenter"
Deolinda Maria L. Dias Rasteiro,Polytechnic Institute of CoimbraMathematics and Real world data
Jérémy La Scala,"École Polytechnique Fédérale de Lausanne, SwitzerlandTools to support learning in Interdisciplinary ChallengesPresenterWS session 2-3-09 Supporting the full life cycle of rich open educational resources with a learning experience platform"
Henry Lähteenmäki,"South-Eastern Finland University of Applied Sciences, FinlandReflection, Metacognition and Life Long Learning"
Minna Lähteenmäki,"Wärtsilä Ltd., FinlandLearning in Virtual and Augmented Realities"
Lionel Lam,"The University of Melbourne, Melbourne, AustraliaCurriculum DevelopmentPresenter"
Kristina Lampe,"Ruhr West, University of Applied Sciences, GermanyLearning and Testing in MathematicsPresenter"
Karine Lan,"European University of Technology, Secretariat GeneralSocially Responsible Design"
Diarmaid Lane,"School of Education, University of Limerick, IrelandAttracting Students to STEM Education"
Martin Lang,"University of Duisburg-Essen, GermanyLearning and Testing in Mathematics"
Greet Langie,"Ku Leuven, BelgiumBeing and Relating EthicallyPoster session (incl. refreshment break)PresenterSIG Workshop 1-06 Staff Capacity Building for Educating Socially Responsible Engineers: Considerations Related to Culture and EmotionWS Session 4-06 Engineering education research: Reviewing jounral manuscripts fairly, constructively and effectivelyPresenter"
Marc Laperrouza,"EPFL, SwitzerlandSIG Workshop 1-10 Curriculum development and emerging curriculum models in engineeringSustainability in Technical DisciplinesPresenter"
Abigail Lauer,"Minnesota State University Mankato - Iron Range Engineering, United States of AmericaInner and Outer Sustainable Develoment"
Justine Lawson,Engineering Futures InitiativeWS session 2-3-07 A National Approach to Supporting an Expanded Focus on Human and Social Context in Engineering
Irina Lazar,"University College London, United KingdomDiversity in Engineering Education ExperiencesPresenter"
Ingrid Le Duc,"École polytechnique fédérale de Lausanne (EPFL), SwitzerlandWS session 2-2-11 Archimedean Oath: A reflection tool for responsible engineersPresenter"
Margaret Leahy,"Dublin City University, IrelandEthics and Sustainability in Engineering Programmes"
Carmen Leicht-Scholten,"RWTH Aachen University, GermanyBuilding CapacityCognition and MetacognitionOnline and Onsite LearningPerspectives on AITeaching Responsible Engineering"
Anni-Elina Leinonen,"LUT University, FinlandDiversity and pathwaysPresenter"
Clara Lemke,"RWTH Aachen University, GermanyBuilding CapacityPresenterCognition and MetacognitionTeaching Responsible EngineeringPresenter"
Thomas Lennerfors,"University of Uppsala, SwedenSIG Workshop 1-09 Eager to further develop the field of engineering ethics education?Presenter"
Max Leong,"Aston University, United KingdomReflection, Metacognition and Life Long Learning"
Isabelle Lermigeaux-Sarrade,The Swiss Federal Institute of Technology (EPFL)Diversity and pathwaysPresenter
Terence Leung,"University College London, United KingdomPBL in disciplinary contexts"
Changyang Li,"LUT University, Lappeenranta, FinlandPoster session (incl. refreshment break)Presenter"
Chen Li,"LUT University, Lappeenranta, FinlandPoster session (incl. refreshment break)"
May Lim,"The University of New South Wales, AustraliaTeaching DesignPresenter"
Zhou Lin,"WMG, University of Warwick, United KingdomArts-based Education of Acting, Thinking and Feeling"
Euan Lindsay,"Aalborg University, DenmarkTeaching and Learning with Digital ToolsPresenter"
Diane Litman,"University of Pittsburgh, USAMetacognition and Reflection in  Engineering Education"
Yuncong Liu,"University College London, United KingdomDiversity in Engineering Education Experiences"
Javier Lloret Pardo,"EPFL, SwitzerlandPoster session (incl. refreshment break)Presenter"
Carina Lomberg,Technical University of DenmarkInclusivity & Belonging
Johanna Lönngren,"Umea University;Umeå University, SwedenSIG Workshop 1-06 Staff Capacity Building for Educating Socially Responsible Engineers: Considerations Related to Culture and EmotionPresenterWS session 3-2-07 What more can I/we do? Exploring the potential of humor and activism for accelerating educational transformationPresenter"
Thijs Immanuel Loonstra,"Wageningen University & Research, Netherlands, TheBeing and Relating EthicallyPresenter"
Susan M. Lord,University of San DiegoWS session 2-2-08 Teaching Engineering Ethics in the Disciplines: Strategies to integrate ethics into the classroomPresenterSustainability in Technical DisciplinesPresenter
Ann Sharon Lourens,"Nelson Mandela Univeristy, South AfricaSupporting DiversityPresenter"
Hanne Løje,"DTU, DenmarkInclusivity & BelongingTeamwork & LeadershipPresenterTools to support learning in Interdisciplinary ChallengesPresenter"
Xiaoping Lu,"University of Wollongong, AustraliaGenerative AI and LLMs"
Claire Lucas,"King's Collage London, United KingdomWS session 2-2-09 Engineering Non-technical Skills Behavioral Taxonomy: A Sort and Grid WorkshopPresenter"
Geke Ludden,"University of Twente, Netherlands, TheInnovations in Curriculum Models"
Lillian Yun Yung Luk,"The University of Hong Kong, Hong Kong;University College London, United KingdomPBL in disciplinary contextsPresenter"
Stephanie Lunn,Florida International UniversityWS session 2-2-08 Teaching Engineering Ethics in the Disciplines: Strategies to integrate ethics into the classroom
Eric Lutters,"University of Twente, Enschede, The Netherlands;University of Twente, Netherlands, TheEngagement and DisengagementInnovations in Curriculum Models"
Sarah Lyden,"School of Engineering, University of Tasmania, Hobart, AustraliaWS session 3-3-07 Evaluating and transforming you and your colleagues’ assessments in an age of generative AI"
Reidar Lyng,"NTNU Norwegian University of Science and Technology, NorwayWS Session 4-07 Establishing centra for engineering education development – sharing experiencesPresenter"
Niels Erik Ruan Lyngdorf,"Aalborg University, DenmarkWS session 2-2-06 Epistemic Lenses for Designing Instruction and Supervision in the Age of Generative Artificial Intelligence: An Adaptive Gameful Approach to Higher Education PedagogyPresenter"
Christian Lystbæk,"Aarhus University, DenmarkPBL in disciplinary contextsPresenter"
Jonas M. Maas,"ETH Zurich, SwitzerlandAI in Engineering Education"
Ross Maclachlan,"University of Strathclyde, ScotlandWS session 3-2-06 The learning station model: Co-creation with students and stakeholders as a practice for knowing, thinking,feeling, and doing"
Michele Magno,"Center for Project-Based Learning, ETH Zurich, SwitzerlandPBL in PracticePresenter"
Ahmed Magooda,"Microsoft Corporation, USAMetacognition and Reflection in  Engineering Education"
Joyce Main,"Purdue University, USAWS Session 4-06 Engineering education research: Reviewing jounral manuscripts fairly, constructively and effectively"
Mariam Makramalla,Newgiza UniversityWS session 3-3-09 Promoting friendship through teamwork in undergraduare engineering: Exploring together the role of the instructor
Ninna Isabel Makrinov,"WMG, University of Warwick, United KingdomArts-based Education of Acting, Thinking and FeelingPresenter"
Sally Amanda Male,University of MelbourneWS session 2-3-03 Engineering education research: Writing for publicationPresenterWS session 3-3-05 Leading the Development of EER Books and Special IssuesBuilding CapacityPresenter
Cody Mann,"Minnesota State University Mankato - Iron Range Engineering, United States of AmericaInner and Outer Sustainable Develoment"
Raffaella Manzini,"Università Cattaneo - LIUC, ItalyDeveloping Engineering EducatorsPresenter"
Curwyn Mapaling,"Department of Psychology, University of Johannesburg, South AfricaResilience & Emotional CapabilitiesSupporting Diversity"
Muniah Maree,"University of WARWICK, United KingdomPerspectives on AIPresenter"
Lavinia Marin,"TU Delft, Netherlands, TheBeing and Relating EthicallyPresenter"
Mervyn Marquez,Universidad Austral de ChileInner and Outer Sustainable Develoment
Nico Marten,"Ostfalia University of Applied Sciences, GermanyTeaching and Learning with Digital ToolsPresenter"
Diana Adela Martin,"UCL, UK;University College London, United KingdomWS Session 4-06 Engineering education research: Reviewing jounral manuscripts fairly, constructively and effectivelyPresenterSIG Workshop 1-09 Eager to further develop the field of engineering ethics education?PresenterWS session 3-3-05 Leading the Development of EER Books and Special Issues"
Alberto Martinetti,"University of Twente, Netherlands, ThePoster session (incl. refreshment break)"
Tomoko Maruyama,"Ehime University, JapanPoster session (incl. refreshment break)Poster session (incl. refreshment break)Presenter"
Elisabet Mas de les Valls,"Universitat Politècnica de Catalunya · BarcelonaTech, SpainEngagement and DisengagementPresenter"
Janneke Massa,"University of Twente, Enschede, The Netherlands;University of Twente, Netherlands, TheEngagement and DisengagementPresenterInnovations in Curriculum ModelsPresenter"
Rehab Massoud,"EPFL, SwitzerlandEthics Learning Activities"
Stephanie Masta,"School of Engineering Education, Purdue University, United States of AmericaCompetences across the curriculum"
Sami Matthews,"LUT University, Lappeenranta, FinlandPoster session (incl. refreshment break)"
Asrun Matthiasdottir,"Reykjavik University, IcelandCurriculum RedesignPresenter"
Marie Matthijs,"KU Leuven, BelgiumGender and Engineering Experiences"
Holly Marie Matusovich,"Virginia Tech, United States of AmericaWS session 2-2-10 Sharing effective practices for supporting entering doctoral studentsPresenter"
Dominik May,University of WuppertalWS session 2-3-03 Engineering education research: Writing for publicationPresenter
Piotr Mazurkiewicz,"University of Warwick, United KingdomMetacognition and Reflection in  Engineering Education"
Charles Declan McCartan,"School of Mechanical and Aerospace Engineering, Queens University Belfast, United Kingdom;Queen's University Belfast, United KingdomCurriculum DevelopmentEngineering Skills: Thinking, Acting and Feeling"
Janet McKennedy,"TU Dublin, IrelandSustainability and Curriculum Innovations"
Meryn McNea,"School of Engineering, University of Limerick, IrelandAttracting Students to STEM EducationPresenter"
Jasmine McNealy,"University of Florida, NigeriaGroup-based Learning"
Mirko Meboldt,"Product Development Group Zurich, Department of Mechanical and Process Engineering, ETH Zurich, Zurich, SwitzerlandCritical approaches in Project based learning"
Luis Medina,Universidad Austral de ChileInner and Outer Sustainable Develoment
Mara N. Medina,"University of Texas at El Paso, United States of AmericaResilience & Emotional Capabilities"
Jan Mehlich,Rheinische Friedrich-Wilhelms-Universität BonnWS session 2-2-08 Teaching Engineering Ethics in the Disciplines: Strategies to integrate ethics into the classroomPresenter
Michka Mélo,"EPFL, SwitzerlandSustainability in Technical DisciplinesPresenter"
Sylvia Mendez,"University of Kentucky, United States of AmericaDiversity in Engineering Education ExperiencesPresenter"
Muhsin Menekse,"Purdue University, USAMetacognition and Reflection in  Engineering EducationPresenter"
Thierry Ménissier,"IPhiG, Université Grenoble Alpes, FranceEthics Learning Activities"
Maisa Mielikäinen,"Lapland UAS, FinlandPerspectives on AI"
Jussi Mikkonen,"DTU, DenmarkTeamwork & Leadership"
Scott Leslie James Millen,"Queen's University Belfast, United KingdomEngineering Skills: Thinking, Acting and Feeling"
Colin Milligan,Glasgow Caledonian UniversityInner and Outer Sustainable Develoment
Michael Milligan,"ABET, USASIG Workshop 1-04 Engineering Outreach: Examples, Evaluation and EvidencingPresenter"
Irina Milojkovic,"Board of European Students of technology, BelgiumPerspectives on Sustainability in Engineering Education"
Tamara Milosevic,"EPFL, SwitzerlandInner and Outer Sustainable DevelomentPresenterSIG Workshop 1-03 Sorting skills: curriculum profiles and the forthcoming SEFI handbookPresenter"
Philippine Milward,"École polytechnique fédérale de Lausanne (EPFL), SwitzerlandWS session 2-2-11 Archimedean Oath: A reflection tool for responsible engineersPresenter"
