Presenter Name,Institution
Alexander Patt,Katholische Universität Eichstätt-Ingolstadt
Daniel Almén,Stockholm University
Jouko Verho,VATT Institute for Economic Research
Luke Haywood,DIW Berlin
Stefan Tübbicke,University of Potsdam
Annette Bergemann,University of Bristol
Victor Pouliquen,Paris School of Economics
Katharina Heisig,ifo Institute
Peter Eibich,Max Planck Institute for Demographic Res
Malte Sandner,Institute for Employment Research
Vincenzo Pezone,Goethe University and SAFE
Richard Kima,University of Southampton
Cristian Bulete,National Bank of Romania
Rafael Domenech,Universidad de Valencia and BBVA Research
Rodrigo Hizmeri,Lancaster University
Arthur Turrell,Federal Reserve Board
Florens Odendahl,Banque de France
Anne Hansen,University of Copenhagen
Judith Delaney,Economic and Social Research Institute
Philipp Bach,University of Hamburg
Salvatore Lattanzio,University of Cambridge
Laura Hospido,Banco de España and IZA
Xiaoxiao Hu,Wuhan University
Daan in 't Veld,SEO Amsterdam Economics
Stephan Mueller,University of Göttingen
Tore Nilssen,University of Oslo
Chao He,London School of Economics and Political Science
Egor Maslov,University of Zurich
Timothee Gigout,Collège de France
Husnu Dalgic,University of Mannheim
Francisco Alcalá,"Universidad de Murcia, Ivie and CEPR"
Anna Watson,University of Cambridge
Jean-Stéphane Mésonnier,Banque de France
Sven Blank,Deutsche Bundesbank
Miriam Boemer,ZEW – Leibniz Centre for European Economic Research
Javier Fernandez-Blanco,Universitat Autonoma de Barcelona and BG
Dylan Glover,INSEAD
Axel Gottfries,University of Edinburgh
Sascha Drahs,University of Potsdam
Teodora Tsankova,University of Warwick
Selina Gangl,University of Fribourg
Myrna Hennequin,University of Amsterdam
Dagmara Celik Katreniak,National Research Univeristy Higher School of Economics
Srijita Ghosh,New York University
Stephen Cheung,The University of Sydney
Torje Hegna,University of Oslo
Laura Castillo Martinez,London School of Economics
Bruno Pellegrino,UCLA
Riccardo DiCecio,Federal Reserve Bank of St. Louis
Christopher Evans,Universitat Pompeu Fabra
Philippe Andrade,Federal Reserve Bank of Boston
Raphael Schoenle,Brandeis University
Attila Gáspár,Central European University
Jeanet Bentzen,
Georgios Efthyvoulou,University of Sheffield
Ajay Shenoy,University of California Santa Cruz
Riikka Savolainen,Newcastle University
Jørgen Juel Andersen,BI Norwegian Business School
Lea Immel,ifo Institute Munich; University of Munich (LMU)
Alessandro Borin,Bank of Italy
Dina Pomeranz,University of Zurich
Stephane Straub,University of Toulouse Capitole
Dimitri Szerman,University of Mannheim
Kumar Rishabh,University of Basel
Antonio Accetturo,Banca d'Italia
Melina Papoutsi,ECB
Patricio Valenzuela,University of Chile
Carla Krolage,ifo Institute and University of Munich
Max Friese,University of Rostock
Tomoki Kitamura,Tohoku Gakuin University
Matthias Schön,Deutsche Bundesbank
Benjamin King,Bank of England
Haina Ding,University Savoie Mont Blanc
Markus Parlasca,University of Oxford
Anne-Caroline Hüser,Bank of England
Florian Unger,LMU Munich
Alessandro Tampieri,University of Florence
Simone Habermeyer,University of Bayreuth
Dorothee Hillrichs,Tilburg University
Philipp Renner,Lancaster University
Liyuan Cui,City University of Hong Kong
Harold Chiang,Vanderbilt University
Grey Gordon,FRB Richmond
Marco Ovidi,Queen Mary University of London
Saima Khan,New York University Abu Dhabi
Arthur Seibold,University of Mannheim
Babak Jahanshahi,University of Edinburgh
Shuhei Kitamura,Osaka University
Alon Raviv,Bar Ilan University
Gustavo Schwenkler,Boston University
Andrei Zlate,Board of Governors of the Federal Reserve System
Carlos Ramirez,Federal Reserve Board
Etsuro Shioji,Hitotsubashi University
Julio Garin,Claremont McKenna
Michalis Stamatogiannis,University of Liveprool
Ana-Maria H. Dumitru,Deutsche Bundesbank
Anastasija Tetereva,University of St. Gallen
Xiaohan Xue,University of Reading
Thore Schlaak,DIW Berlin
Alessio Volpicella,Queen Mary University
Daniel Lewis,Federal Reserve Bank of New York
Tincho Almuzara,CEMFI
Robert Taylor,University of Essex
Rustam Ibragimov,Imperial College London
Lorenzo Trapani,
Thomas Despois,Paris School of Economics and Université Paris 1 Panthéon-Sorbonne
Tristan Potter,Drexel University
Paul Jackson,"University of California, Irvine"
C. Y. Kelvin Yuen,Washington University in St. Louis
Shigeru Fujita,Federal Reserve Bank of Philadelphia
Ana Mauleon,Saint-Louis University- Brussels
Marcelo Ariel Fernandez,Johns Hopkins University
Vincent Meisner,TU Berlin
Ran Eilat,Ben Gurion University
Daniel Garrett,Toulouse School of Economics
Juan Ignacio Beccuti Vazquez,U Bern
Tran Lam Anh Duong,University of Tsukuba
Gunnar Heins,University of Florida
Oliver Holtemöller,Martin-Luther-University Halle-Wittenberg and Halle Leibniz-Institute for Economic Research (IWH)
Yuko Imura,Bank of Canada
Claudia Noack,
Takahide Yanagi,Kyoto University
Michael Knaus,University of St. Gallen
António Afonso,ISEG-ULisboa
Xuan Wang,University of Oxford
Daniel Kaufmann,University of Neuchâtel
Emanuel Gasteiger,TU Wien
Roc Armenter,Federal Reserve Bank of Philadelphia
Lorenzo Ricci,European Stability Mechanism
Olga Goldfayn-Frank,Goethe University Frankfurt
Penghui Yin,Goethe University Frankfurt
Maja Adena,WZB Social Science Center
Johannes Diederich,Heidelberg University
Johannes Lohse,University of Birmingham
Marica Valente,HU Berlin and DIW Berlin
Karol Kempa,Frankfurt School of Finance and Management
Simon Lloyd,Bank of England
Anthony Garratt,University of Warwick
Annika Lindblad,University of Helsinki
Adrian Lerche,
edouard jousselin,Banque de France
Sophie Piton,Bank of England
Olle Hammar,Uppsala University
Luis Valenzuela Rivera,University of Oxford
Riccardo Ghidoni,University of Milan-Bicocca
David Kusterer,University of Cologne
Richard Jong-A-Pin,
Marco Valerio Geraci,University of Cambridge
Mark Weth,Deutsche Bundesbank
Dilyara Salakhova,Banque de France & Univ of Paris West Nanterre
Matías Lamas,Banco de España
André Sterzel,Heinrich Heine University Duesseldorf
Guillaume Arnould,Bank of England
Marius Faber,University of Basel
Paulo Bastos,The World Bank
Luis Guimaraes,Queen's University Belfast
Yasuyuki Osumi,University of Hyogo
Margaux MacDonald,International Monetary Fund
Davide Cipullo,Uppsala Universitet
Florin Cucu,Sciences Po
Jan Wickerath,Ruhr Graduate School in Economics
Clara Santamaria,CEMFI and Universidad Carlos III de Madr
Francois Maniquet,"CORE, Université Catholique de Louvain"
Felix Kubler,University of Zurich
Marieke Pahlke,Bielefeld University
Emmanuel Duguet,"Université Paris Est, ERUDITE"
Joanne Tan,University of Michigan
Iacopo Morchio,University of Vienna
Paulino Font Gilabert,University of Essex
Laura Birg,University of Göttingen
Alexei Parakhonyak,University of Oxford
Run Li,Hong Kong University of Science and Technology
Deepal Basak,Indian School of Business
Niccolo Lomys,Toulouse School of Economics
Daniel Hauser,Aalto University and Helsinki GSE
Tuomas Laiho,University of Oslo
Oliko Vardishvili,European University Institute
Daniel Fershtman,University of Bonn and Tel-Aviv University
Urvi Neelakantan,CAFRAL
Ro'i Zultan,Ben-Gurion University of the Negev
Lukas Wenner,University of Cologne
Andreas Hefti,University of Zurich; Zurich University
Kirill Borusyak,University College London
Michael Lechner,University of St. Gallen
Ophélie Couperier,CREST - ENSAE
Sangwon LEE,"THEMA, Université de CERGY-PONTOISE"
Matthew Greenwood-Nimmo,University of Melbourne
Nuray Akin,"Ozyegin University, School of Business"
Andre Stenzel,University of Mannheim
Markku Lanne,University of Helsinki
Julia Schaumburg,VU University Amsterdam
Michael Owyang,Federal Reserve Bank of St Louis
Kjetil Storesletten,University of Oslo
Raj Chetty,Harvard University
Chiara Criscuolo,LSE and OECD
Tommaso Valletti,Imperial College London
German Gutierrez,NYU Stern
Tom Vogl,University of Texas at Austin
Ingvild Almås,Institute for International Economic Studies
Roberta Ziparo,University of Aix-Marseille
Yuriy Gorodnichenko,University of California Berkeley
Michael Weber,University of Chicago
Ulrike Malmendier,"University of California, Berkeley"
Daniel Sturm,London School of Economics
Lin Tian,INSEAD
David Weinstein,Columbia University
Oriana Bandiera,London School of Economics
Rachel Griffith,IFS
Navin Kartik,Columbia University
Benny Moldovanu,University of Bonn
Stephane Bonhomme,University of Chicago
Michal Kolesar,Princeton University
Saara Hämäläinen,University of Helsinki
Lois Simanjuntak,The University of Manchester
Simon Martin,University of Vienna
Ioana Chioveanu,Brunel University London
Luiz Brotherhood,Fundacao Getulio Vargas
Iain Embrey,Lancaster University
Grace Li,International Monetary Fund
Justas Dainauskas,University of York
Masashige Hamano,Waseda University
Phornchanok Cumperayot,Chulalongkorn University
Marta Giagheddu,Johns Hopkins SAIS
Hamzeh Ara,RWTH Aachen University
Konrad Adler,Toulouse School of Economics
Lin Shao,Bank of Canada
Patrick Macnamara,University of Manchester
Gisle Natvik,BI Norwegian Business School
Sylverie Herbert,Cornell
Georg Strasser,European Central Bank
Sweder van Wijnbergen,University of Amsterdam
Jordan Loper,Aix-Marseille School of Economics
Paula Pereda,University of Sao Paulo
Isopi Alessia,University of Manchester
alessandro ferrari,European University Institute
Yimei Zou,"Institute for International Economics Studies, Stockholm University"
Frauke Skudelny,ECB
Giorgia Giovannetti,University of Florence
Claes Backman,Lund University
Anson Ho,Bank of Canada
Maurice Hofmann,University of Wuerzburg
Philippe Bracke,Financial Conduct Authority
Ning Xue,The University of York
Laura Renner,University of Freiburg
Zohal Hessami,University of Konstanz
aner sela,Ben-Gurion University of the Negev
Daniel Habermacher,The University of Warwick
Joachim Heinzel,Paderborn University
Sigurd Mølster Galaasen,Norges Bank
Carsten Feuerbaum,KU Eichstätt-Ingolstadt
Anna Hartmann,University of Cologne
Alexandra Fedorets,DIW Berlin
Anna Zasova,Baltic International Centre for Economic Policy Studies
Pablo Celhay,Pontificia Universidad Católica de Chile
Hanna Mühlrad,Karolinska Institute
Hamish Low,University of Oxford
Immacolata Marino,University of Naples Federico II
Talina Sondershaus,Halle Institute for Economic Research
Nikos Paltalidis,Durham University
Elizaveta Sizova,KU Leuven
Clement Minaudier,LSE
Edgard Dewitte,
Vítězslav Titl,KU Leuven
Bruno Carvalho,NovaSBE - UNL
David Sturrock,Institute for Fiscal Studies
Duarte Nuno Semedo Leite,Max Planck Institute for Social Law and Social Policy
Carolin nerlich,
Andreas Winkler,University of Kiel
Amrita Kulka,University of Wisconsin-Madison
Ellen Greaves,University of Bristol
Pei Gao,NYU-Shanghai
Francesco Andreoli,University of Verona and Luxembourg Institute of Socio-Economic Research (LISER)
Xiaogeng Xu,Norwegian School of Economics
Eric Sachsenhausen,RWTH Aachen University
Thomas Neuber,University of Bonn
Hyungseok Joo,University of Surrey
Timm Marc Prein,University of Konstanz
Alin Marius Andries,Alexandru Ioan Cuza University of Iasi
Hossein Asgharian,Lund University
Eva Luetkebohmert,University of Freiburg
Deyan Radev,University of Bonn
Aliisa Koivisto,University of Helsinki
Katarzyna Bilicka,Utah State University
Sarah Godar,"Charles University Prague, Berlin School of Economics and Law"
Zhiyang Jia,
Simon Naitram,University of Glasgow
Annika Nivala,University of Turku
Jarkko Harju,VATT Institute for Economic Research
Marta Santamaria,Universitat Pompeu Fabra / BGSE
Roger Vicquéry,London School of Economics
Bjoern Brey,University of Nottingham
Clément Mazet-Sonilhac,"Sciences Po Paris, Banque de France"
Jacopo Cimadomo,European Central Bank
Frank Smets,European Central Bank
Alessandro Giovannini,European Central Bank
Livio Stracca,
Horng Chern Wong,University of Warwick
Harald Dale-Olsen,Institute for Social Research
Daniel Bias,Technical University of Munich
Martin Kerndler,TU Wien
Diego Vilan,Federal Reserve Board of Governors
Paul Ko,The Pennsylvania State University
Francisco Santos,IPEA
Adam Gulan,Bank of Finland
Maria Montero,University of Nottingham
Youzhi Yang,Shanghai University of Finance and Economics
Jaime Zender,University of Colorado Boulder
Reda Aboutajdine,Ecole Polytechnique
Alexander Frug,Universitat Pompeu Fabra
Sunha Myong,Singapore Management University
Jaime Millán-Quijano,UC3M
Jorgen Hansen,concordia university
Zhiyong Yao,"Fudan University, School of Management"
Lijun Pan,Nanjing University
Bert Willems,Tilburg University
Sergei Izmalkov,New Economic School Moscow
Kevin Lansing,Federal Reserve Bank of San Francisco
Yulong Sun,Bocconi University
Rodolfo Prieto,INSEAD
Lea Eilers,RWI – Leibniz Institute for Economic Research
Valerio Poti,University College Dublin
Timo Dimitriadis,University of Konstanz
Alan Wan,City University of Hong Kong
Luis Filipe Martins,"Instituto Universitario de Lisboa, ISCTE - IUL"
Byunghoon Kang,Lancaster University
Otilia Boldea,Tilburg University
Selver Derya Uysal,LMU Munich
Cristina Angelico,"Bank of Italy, Bocconi University"
Enrique Martinez-Garcia,Federal Reserve Bank of Dallas
Tobias König,"DIW Berlin, Humboldt University Berlin"
Konstantin Egorov,New Economic School
Sara Eugeni,Durham University
Takashi Kano,Hitotsubashi University
Mark Spiegel,Federal Reserve Bank of San Francisco
Daeyoung Jeong,Pohang University of Science and Technology
Edoardo Grillo,Collegio Carlo Alberto
Jan Zapal,"CERGE-EI, IAE-CSIC, and Barcelona GSE"
Costel Andonie,University of Chicago
Brice Magdalou,University of Montpellier
Zhuan Pei,Cornell University
Jun Matsui,Waseda University
Canh Dang,University of Warwick
Maria Alice Moz Christofoletti,University of Sao Paulo
Quentin Coutelier,Imperial College London
Ralf Martin,Imperial college
Fabien Tripier,Université Paris-Saclay & CEPII
Joao Madeira,University of York
Michele Rosenberg,Universidad Carlos III de Madrid
Alessandra Bonfiglioli,Queen Mary University of London
Chi Man Yip,University of Calgary
Nikolaos Kokonas,University of Bath
Stefan Schiman,WIFO
Seonyoung Park,University of Delaware
Piotr Denderski,University of Leicester
David Vespermann,University of Heidelberg
Olivier Cardi,Lancaster University Management School
Brigitte Hochmuth,Friedrich-Alexander University Erlangen-Nuremberg (FAU)
Joao Rafael Cunha,
Boromeus Wanengkirtyo,Bank of England
Thomas Mosk,Goethe University Frankfurt and SAFE
Angus Foulis,Bank of England
Cristina Manea,Universitat Pompeu Fabra
Phurichai Rungcharoenkitkul,BIS
Peter Wikman,Toulouse School of Economics
Georgios Gerasimou,University of St Andrews
Ingela Alger,Toulouse School of Economics
Désirée Christofzik,German Council of Economic Experts
Margaryta Klymak,University of Oxford
Sebastian Kunert,University of Duisburg-Essen
Laurentiu Guinea,Universidad Complutense de Madrid
Krisztina Molnar,Norwegian School of Economics (NHH)
Markus Kontny,GSEFM Frankfurt & University Hohenheim
Cian Ruane,"International Monetary Fund, Research Department"
Anna Seim,
Fidel Perez Sebastian,University of Alicante
Angela Munoz,"Telecom ParisTech, Deloitte"
Maurizio Strazzeri,University of Konstanz
Filippo Boeri,London School of Economics
Lena Gerling,University of Münster
Carlo Schwarz,University of Warwick
Manuel Funke,Kiel Institute
Tuomas Kosonen,Labour Institute for Economic Research
Agnes Norris Keiller,Institute for Fiscal Studies/University College London
Rui Costa,CEP LSE
Clara Martinez-Toledano,Paris School of Economics
Spyridon Lazarakis,University of Glasgow
Si Cheng,The Chinese University of Hong Kong
Ignacio Munyo,University of Montevideo
Nicolas Grau,Universidad de Chile
Takero Doi,Keio University and Tokyo Foundation for Policy Research
Andreas Pick,Erasmus University Rotterdam
Torben Andersen,"Kellogg School of Management, Northwestern University"
Margarida Duarte,University of Toronto
Zsofia Barany,"Sciences Po, Paris"
Tomas Jagelka,Ecole Polytechnique-CREST
Ludmila Matyskova,University of Bonn
Jieran Wu,Zhejiang University
Chad Fulton,Federal Reserve Board
Fabrizio Colonna,Bank of Italy
Philemon Kraehenmann,University of St. Gallen
Anastasios Dosis,ESSEC Business School
Panagiotis Nanos,University of Sheffield
François Fontaine,Paris School of Economics
Zijian Wang,University of Western Ontario
Heather Anderson,Monash University
Nina Boyarchenko,Federal Reserve Bank of New York
Dolors Berga,Universitat de Girona
Huaxia Zeng,Shanghai University of Finance and Economics
Takashi Ui,Hitotsubashi University
Alev Atak,"City, University of London"
Ivan Korolev,Binghamton University
Koen Jochmans,University of Cambridge
Victor Chernozhukov,Massachusetts Institute of Technology
