Presenter Name,Institution
Hugh Sibly,University of Tasmania
Irenaeus Wolff,TWI/University of Konstanz
Elisabeth Grewenig,
Jana Willrodt,University of Duesseldorf
Mira Fischer,University of Cologne
Thomas Meissner,Maastricht University
Anna Bindler,University of Gothenburg
Clemens Hetschko,Freie Universität Berlin
Philipp Seegers,Maastricht University
Alexandra Roulet,INSEAD
Arthur Turrell,Bank of England
Ernesto Villanueva,Banco de España
Weilong Zhang,University of Pennsylvania
Zoe Xie,Federal Reserve Bank of Atlanta
Alexandre Gaillard,Toulouse School of Economics
Krzysztof Pytka,University of Mannheim
Hélène Schernberg,ETH Zurich
Kai-Uwe Mueller,DIW Berlin
Eugene Tan,Duke University
Fabian Greimel,University of Mannheim
Robert Kirkby,Victoria University of Wellington
Spyridon Lazarakis,University of Glasgow
Daniel Carroll,Federal Reserve Bank of Cleveland
Juan Passadore,Einaudi Institute for Economics and Fina
V. Filipe Martins-da-Rocha,FGV
Ander Perez-Orive,Federal Reserve Board
Wei Cui,University College London
Vytautas Valaitis,Duke University
Nikolay Iskrev,Bank of Portugal
Taiki Yamamura,Queen Mary University of London
Livia Silva Paranhos,University of Warwick
Francisco Vazquez-Grande,Federal Reserve Board
Uijin Kim,Bank of Korea
Gerdie Everaert,Ghent University
Vadim Marmer,University of British Columbia
Taisuke Otsu,London School of Economics
Taisuke Imai,LMU Munich
Nobuo Koida,Iwate Prefectural University
Michael Mandler,University of London Royal Holloway Coll
Rohit Lamba,Pennsylvania State University
Hendrik Rommeswinkel,National Taiwan University
Elias Bouacida,"Paris School of Economics, University Paris 1 Panthéon Sorbonne"
Mikhail Freer,University of Leuven
Peter Neary,University of Oxford
Koji Shirai,Kwansei Gakuin University
Johannes Moser,
Peiran Jiao,Maastricht University
Thomas Graeber,University of Bonn
Christopher Roth,University of Oxford
Nicola Limodio,Bocconi University
Ivan Deseatnicov,University of Tsukuba
Federica Coelli,University of Oslo
Hyojung Lee,Singapore Management University
John Lazarev,New York University
Pei Cheng Yu,University of New South Wales
Naoki Wakamori,University of Tokyo
Ching-I Huang,National Taiwan U
Keaton Miller,University of Oregon
Takeshi Nishimura,Komazawa University
Hagen Schwerin,ETH Zurich
Thomas Daske,"TUM School of Management, Technical University of Munich"
Daniel Krähmer,University Bonn
Michael Kogler,University of St. Gallen
Aaron Pancost,University of Texas at Austin McCombs Sc
Rafael Repullo,CEMFI
Annalisa Scognamiglio,University of Naples Federico II
Paola Morales-Acevedo,Central Bank of Colombia
Myroslav Pidkuyko,University of Manchester
Kristina Bluwstein,Bank of England
Francisco Queiros,Universitat Pompeu Fabra
Olivier Hubert,UNamur
Filippo Vergara Caffarelli,Banca d'Italia
Marina Steininger,Ifo Institute
Jasmin Gröschl,Ifo Institute for Economic Research and CESifo
Martin Braml,ifo Insitute
Nauro Campos,Brunel University London
issam samiri,"Birkbeck, University of London"
Dennis Bonam,De Nederlandsche Bank
Raffaele Santioni,Bank of Italy
Antonio Accetturo,Banca d'Italia
Vincenzo Pezone,Goethe University
Davide Malacrino,IMF
Maximilian Linek,Hertie School of Governance
Caterina Gennaioli,Queen Mary University of London
Siddhartha Sanghi,Washington University in St. Louis
Andreas Kammerlander,
Anna Zaharieva,Bielefeld University
Nicole Guertzgen,Institute for Employment Research
Christian Holzner,University of Munich and Ifo Institute
Alexandra Fedorets,DIW Berlin
Hongzhe Shan,University of Geneva and Swiss Finance Institute
Anil Ari,International Monetary Fund
Benjamin Grosse-Rueschkamp,ESMT
Agata Maida,U Milan
Anna Baiardi,University of Bonn
Andrea Mangani,University of Pisa
Simon Dato,University of Bonn
Kalina Manova,UCL
Evgenii Monastyrenko,Paris School of Economics
Thanh Nam Le,Erasmus University Rotterdam
Mirabelle Muuls,Imperial College London
Alberto Montagnoli,University of Sheffield
Erkki Vihriälä,Oxford University
Tamas Briglevics,Magyar Nemzeti Bank
Gregory Ponthiere,University Paris East (ERUDITE) and PSE
Alexander Squires,University of Manchester
Adrian Adermon,"IFAU, Uppsala University"
Chima Simpson-Bell,European University Institute
Marion Ott,RWTH Aachen University
Edona Reshidi,University of Vienna
Stefan Buehler,University of St. Gallen
Johannes Dittrich,University of Mannheim
Helene Mass,Centre for European Economic Research (Z
Cédric Wasser,University of Bonn
Nina Bobkova,University of Bonn
Jonas von Wangenheim,Humboldt Universität Berlin
Melanie Arntz,ZEW Mannheim and University of Heidelber
Elliot Moiteaux,Université de Cergy-Pontoise.
Sebastian Findeisen,University of Mannheim
Irene Palnau,University of Paderborn
Christoph Koenig,University of Bristol
Jan Auerbach,University of Exeter
Olivier Sterck,University of Oxford
Matteo Sandi,"CEP, LSE"
Claudio Campanale,Università di Torino
Anna Pauliina Sandqvist,KOF Swiss Economic Institute ETH Zurich
Anson Ho,Bank of Canada
Felix Strobel,Goethe University Frankfurt
Roland Winkler,University of Antwerp
António Afonso,ISEG-ULisboa
Martin Geiger,University of Innsbruck
Andrea Ferrero,University of Oxford
Caterina Forti Grazzini,DIW Berlin
Bernardino Adão,Banco de Portugal
Luca Taschini,The London School of Economics and Political Science
Marie-Catherine Riekhof,ETH Zurich
Elisabeth Isaksen,LSE
Roweno J.R.K. Wan,Tilburg University
Pauline Morault,Aix-Marseille University
Alexander Nesterov,Higher School of Economics
Fengyan Dai,NUFE
Dominique Lemmermann,University of Erlangen-Nuremberg
Tuomo Suhonen,VATT Institute for Economic Research
Jenifer Ruiz-Valenzuela,London School of Economics
Jana Cahlikova,Max Planck Institute for Tax Law and Public Finance
Rainer Rilke,WHU - Otto Beisheim School of Management
Elina Khachatryan,University of Kassel
Pierre Pecher,Aix-Marseille University
Rossa O'Keeffe-O'Donovan,University of Oxford
Raimundo Undurraga,University of Chile
Petra Moser,NYU Stern
Lorenzo Neri,Queen Mary University of London
Michael Böhm,Vancouver School of Economics and Univer
Pierre Pora,Insee-CREST
Hale Utar,Bielefeld University and CESIfo
Bastian Schulz,Aarhus University
Jorge Velilla,University of Zaragoza
Elmar Hillebrand,EEFA Institute
Eugen Kovac,University of Duisburg-Essen
Yaser Sattari,Simon Fraser University
Cezar Santos,Fundacao Getulio Vargas
Francesco Manaresi,Bank of Italy
Marzio Bassanin,LUISS Guido Carli and ECB
Andreas Tischbirek,University of Lausanne
Anita Kopányi-Peuker,University of Amsterdam
Jesús Vázquez,Universidad del País Vasco (UPV/EHU)
Yanos Zylberberg,University of Bristol
Ludo Visschers,The University of Edinburgh/Universidad
David Wiczer,Stony Brook University
Christopher Busch,MOVE-UAB & Barcelona GSE
Eunseong Ma,Texas A&M University
Tatevik Sekhposyan,Texas A&M University
Rodrigo Sekkel,Bank of Canada
Tobias Hartl,University of Regensburg
Hanlin Yang,University of Zurich
Sylvain Benoit,Université Paris-Dauphine
Rainer Schüssler,University of Rostock
Rui Cui,Universidad Carlos III de Madrid
Masamune Iwasawa,The University of Tokyo
Ba Chu,Carleton University
Junnan HE,Washington University in St. Louis
Joel Sobel,University of California San Diego
Martin Dufwenberg,University of Arizona
Kiryl Khalmetski,University of Cologne
Pierpaolo Battigalli,Universita' Bocconi
Marcelo Fernandez,California Institute of Technology
Yusuke Narita,Yale University
Mengling Li,Xiamen University
David Delacretaz,University of Melbourne
Katsushi Nakajima,Ritsumeikan Asia Pacific University
Dong Chul Won,Ajou University
Ngoc-Sang Pham,Montpellier Business School
Andrew McLennan,The University of Queensland
Kazuhiro Hiraki,Queen Mary University of London
Claudio Tebaldi,Universita' Commerciale L. Bocconi
Graziella Bertocchi,University of Modena and Reggio Emilia
Jan Zapal,"CERGE-EI, IAE-CSIC, and Barcelona GSE"
Maxime Menuet,LEO UMR 7322
Alexander Rodnyansky,University of Cambridge
Nelson Camanho,Católica-Lisbon School of Business and Economics
Alexander Frug,Universitat Pompeu Fabra
Piero Tedeschi,Università Cattolica del Sacro Cuore
Keiichi Kawai,University of New South Wales
Martin Dumav,Universidad Carlos III de Madrid
Dongsoo Shin,Santa Clara U
Suraj Shekhar,University of Cape Town
In-Uck Park,University of Bristol
Marco Pagnozzi,Universita' di Napoli Federico II
Norman Belas,Otto-von-Guericke University
Tobias Klein,Tilburg University
Markku Siikanen,Aalto U
Massimo Morelli,Bocconi University
Shaheen Naseer,Erasmus University Rotterdam
Sebastian Blesse,
Giuseppe Fiori,North Carolina State University
Alba Del Villar Olano,Universidad Pública de Navarra
Inaki Erauskin,Deusto Business School
Dominik Menno,Aarhus University
Sofia Amaral,University of Essex
Fernanda Martinez Flores,RWI-Essen
Daniela Scur,University of Oxford
Susanne Prantl,University of Cologne
Dainis Zegners,University of Cologne
Marta Allegra Ronchetti,Università Cattolica del Sacro Cuore
Volker Britz,ETH Zurich
Nassima Selmane,University of Toulouse 1 - University of Groningen
Shuo Xia,Erasmus University Rotterdam
Luofu Ye,London Business School
Alexander Zerrahn,DIW Berlin (German Institute for Economic Research)
Thomas Kuhn,University of Chemnitz
Martin Hänsel,Kiel University
Kasper Kragh-Soerensen,Stockholm University
Isaac Gross,University of Oxford
Ivo Bakota,"CERGE-EI, Czech Republic"
Edoardo Slerca,Università della Svizzera Italiana
Anna Koukal,University of Fribourg
Yvonne Giesing,University of Munich
Markus Nöth,University of Hamburg
May Rostom,University College London & Bank of England
Thomas Jansson,Sveriges riksbank
Harald Dale-Olsen,Institute for Social Research
Franziska Lembcke,University of Heidelberg
Paul Bingley,Danish National Centre for Social Research SFI
Christina Gathmann,Heidelberg University
Michael Kvasnicka,Otto-von-Guericke Universität Magdeburg
Difei Ouyang,University of Geneva
Fabien Tripier,Paris Saclay (Univ. Evry - EPEE) & CEPII
Johannes Poeschl,Danmarks Nationalbank
Thibaud Cargoët,CNRS - University of Rennes
Michael Kühl,Deutsche Bundesbank
Monica Tran Xuan,University of Minnesota
Qian Li,Shanghai University of Finance and Economics
Ctirad Slavik,"Charles University, Prague"
Axel Gottfries,University of Edinburgh
Tobias Foell,University of Cologne
Richard Audoly,UCL
Erwan Moussault,University of Cergy Pontoise
Boryana Madzharova,FAU Erlangen Nuremberg
Daniel Stöhlker,ifo Institute
Stefan Lautenbacher,ifo Institute and LMU Munich
Hikaru Saijo,University of California Santa Cruz
Andreas Freitag,University of Basel
Sebastian Siegloch,University of Mannheim
Marcelo dos Santos,Insper
ERIC DELATTRE,ThEMA UCP
Alexandre Cazenave-Lacroutz,INSEE-CREST
Yan Meng,Monash University
Roberto Alvarez,University of Chile
Selcuk Ozyurt,Sabanci University
T. Terry Cheung,Washington University in St. Louis
Hubert Janicki,U.S. Census Bureau
Victoria Gregory,New York University
Andreas Gulyas,University of Mannheim
Neil Mehrotra,Brown University
Eran Hoffmann,Stanford University
Alex Clymo,University of Essex
Aditi Thapar,University of Michigan
Jonathan Wolff,Miami University
ROHIT ALLENA,EMORY UNIVERSITY
Nestor Parolya,Leibniz University Hannover
Pawel Szerszen,Federal Reserve Board of Governors
Mika Meitz,University of Helsinki
Chu-An Liu,Academia Sinica
Jen-Che Liao,Academia Sinica
Jaromir Kovarik,University of the Basque Country & Bridge
Lisa-Susanna Stephan,University of Amsterdam
Marco van der Leij,University of Amsterdam
Elias Tsakas,Maastricht University
Jeffrey Mensch,Hebrew University
Chad Fulton,Federal Reserve Board
Eric van Damme,Tilburg University
Greg Kubitz,"NYU, Stern School of Business"
Dominik Karos,Maastricht University
Simon Mayer,Erasmus University Rotterdam
Daniel Metzger,Stockholm School of Economics
Liya Chu,East China University of Science and Technology
Shema Mitali,University of Warwick
Luiz Felix,VU University
Wen Zhou,University of Hong Kong
Chiara Forlati,University of Southampton
Sergey Kokovin,National Research University Higher School of Economics
Luca Picariello,Norwegian School of Economics
Andreas Menzel,CERGE-EI
Romain Fayat,CEE-M
Philipp Denter,Universidad Carlos III de Madrid
Eliana La Ferrara,"Bocconi University, Milan"
Klaus Adam,University of Mannheim
Cosmin Ilut,Duke University
Mirko Wiederholt,Goethe University Frankfurt
Paola Giuliano,UCLA
Nico Voigtlaender,UCLA
Thomas Dohmen,University Bonn
Hans-Joachim Voth,University of Zurich; UBS International
Pedro Teles,"Banco de Portugal, Univ Catolica Portugu"
Etienne Lehmann,Université Panthéon-Assas Paris II
Florian Englmaier,University of Munich
Guido Friebel,Goethe Universität Frankfurt
Maria Guadalupe,INSEAD
Matthias Doepke,Northwestern University
Nezih Guner,CEMFI
Jerome Adda,Bocconi University
Katrine Loken,Norwegian School of Economics
Sylvain Chassang,New York University
Maximilian Kasy,Harvard University
Tapas Kundu,Oslo Metropolitan University
Thomas Fackler,ifo Institute
Richard Ruble,EMLYON Business School
Thanos Athanasopoulos,Faculty of Business and Law; De Montfort University
Dmitriy Knyazev,Bonn University
Matthew Bonick,University of Freiburg
Sylta Cornils,European University Institute
Vítězslav Titl,KU Leuven
Bjorn Richter,University of Bonn
Jelena Zivanovic,Bank of Canada
Christiaan van der Kwaak,
Florian Exler,University of Vienna
Christine Valente,University of Bristol
Sisir Debnath,Indian School of Business
Yasmine Bekkouche,Paris School of Economics
Jorge Garcia Hombrados,London School of Economics
Wiebke Stein,Leibniz University Hannover
Rozenn Hotte,Paris School of Economics
Erlend Berg,University of Bristol
Hanna Freudenreich,Leibniz Center of Veg. and Orn. Crops
Andre Anundsen,Norges Bank
Michael O'Grady,Central Bank of Ireland
Marcio Garcia,PUC-Rio
Federico Signoretti,Bank of Italy
Hande Kucuk,Central Bank of Turkey
Jan Mellert,TU Dortmund
Ulrich Schneider,DIW Berlin
Beate Jochimsen,HWR Berlin
Astrid Kunze,NHH Norwegian School of Economics
Amairisa Kouki,Royal Holloway University of London
Stefanie Huber,"University of Amsterdam, Tinbergen Institute"
Christoph Siemroth,University of Essex
Christoph Huber,University of Innsbruck
Christoph Merkle,Kuehne Logistics University – KLU
Iñigo Hernandez-Arenaz,University of the Balearic Islands
Roel van Veldhuizen,WZB Berlin
Kristina Meier,University of Mannheim
Binnur Balkan,SSE
Horacio Sapriza,Federal Reserve Board
Stijn Claessens,BIS
Eugenia Andreasen,Universidad de Santiago de Chile
Daniel Marcel te Kaat,University of Osnabrück
Miriam Manchin,UCL
Roberto Roca Paz,University of Jena
Arthur Silve,Université Laval
Fernanda Nechio,Federal Reserve Bank of San Francisco
Christian Proebsting,EPFL
Sophie Piton,Paris School of Economics & CEPII
Wolfgang Lechthaler,Kiel Institute for the World Economy
Annika Ivens,TU Dortmund University
Søren Ravn,University of Copenhagen
Oliwia Komada,"Warsaw School of Economics, GRAPE|FAME"
Justus Baron,Northwestern University
Axel Gautier,"U Liege, HEC Management School"
Martin Richardson,Australian National University
Lawrence M. Ausubel,University of Maryland
Martin Bodenstein,Federal Reserve Board
David Vestin,Sveriges Riksbank
Yuemei Ji,University College London
Petre Caraiani,Romanian Academy
Mark Kerssenfischer,Deutsche Bundesbank
David Pavon Prado,University Carlos III of Madrid
Etienne Farvaque,
Fergus Cumming,
Lisa Grazzini,University of Florence
Marion Chabrost,Paris School of Economics
Ilpo Kauppinen,Vatt Institute for Economic Research
Sümeyra Atmaca,Ghent University
Clémentine VAN EFFENTERRE,Harvard Kennedy School
Martin Foureaux Koppenstein,University of Leicester
Cristina Bellés Obrero,University of Mannheim
Tamas Vadasz,University of Warwick
Alexandros Vardoulakis,Board of Governors of the Federal Reserve System
Martin Summer,Oesterreichische Nationalbank
Sebastian Doerr,University of Zurich
Alexander Ludwig,"Research Center SAFE, Goethe University"
Anna-Mariia Tkhir,University of Konstanz
Thomas Steger,University of Leipzig
Inna Petrunyk,Leuphana University
Hanna Pesola,VATT Institute for Economic Research
Reamonn Lydon,Central Bank of Ireland
Juan Correa,Universidad Andrés Bello
Volker Meier,Ifo Institute for Economic Research
Gabriela Galassi,Bank of Canada
Claudio Labanca,Monash University
Muhammad Farooq Naseer,Lahore University of Management Sciences
Matthias Parey,University of Essex
Pietro Biroli,University of Zurich
Tarun Jain,Indian School of Business
Akshay Shanker,Australian National University
Elise Grieg,ETHZ
Dimitri Szerman,PUC-Rio/CPI
Mehdi Senouci,Ecole Centrale Paris
Elisa Keller,University of Exeter
Michio Suzuki,Hitotsubashi University
Eunmi Ko,University of Rochester
Alexander Haas,DIW Berlin
Cars Hommes,University of Amsterdam
Donghai Zhang,University of Bonn
Alexander Glas,Heidelberg University
Veronika Selezneva,CERGE-EI
Fabian Winkler,Federal Reserve Board
Johannes Wohlfart,Goethe University Frankfurt
Lorenzo Pozzi,Erasmus University Rotterdam
Erik Hjalmarsson,University of Gothenburg
Elena Andreou,University of Cyprus
Matthias Fengler,University of St. Gallen
Matthew Greenwood-Nimmo,University of Melbourne
Andrei Sarychev,European Central Bank
Timo Dimitriadis,University of Konstanz
Mamiko Yamashita,Toulouse School of Economics
Abhimanyu Gupta,University of Essex
Julius Vainora,Universidad Carlos III de Madrid
Yiguo Sun,UNIVERSITY OF GUELPH
Andros Kourtellos,University of Cyprus
Mehdi Shadmehr,"Institute for Advanced Study, Princeton."
Liang Dai,Shanghai Jiao Tong University and SIIFE
Meichen Chen,Washington University in St. Louis
Tim Hellmann,Bielefeld University
Evan Sadler,Harvard University
Alexander Teytelboym,University of Oxford
Nizar Allouch,University of Kent
Cheng Sun,Peking University
Christoph Bertsch,Sveriges Riksbank
Weining Wang,City University of London
Thomas Kostka,European Central Bank
Paula Mirela Sandulescu,University of Lugano & Swiss Finance Institute
Juan Rios,Stanford University
Felipe Lobel,Fundacao Getulio Vargas
Axelle Ferriere,European University Institute
Georgios Petropoulos,MIT and Bruegel
Yun Pu,The Ohio State University
Leslie Marx,Duke University
Shraman Banerjee,O.P. Jindal Global University
Simon Loertscher,University of Melbourne
Jernej Copic,"GREQAM, Aix-Marseille Universite, CERGE-Ei"
Jan Knoepfle,Bonn University
Daniel Z. LI,Durham University Business School
Takuro Yamashita,Toulouse School of Economics
Alexei Boulatov,Higher School of Economics
Vitali Gretschko,ZEW; University of Mannheim
Oliver Rehbein,Halle Institute for Economic Research
Nicola Garbarino,Bank of England
Markus Dertwinkel-Kalt,University of Cologne
Georg Clemens,Compass Lexecon
Ioana Chioveanu,Brunel University
Runjie Geng,University of Zurich
Volha Audzei,"Czech National Bank, and CERGE-EI"
Renaud Foucart,Nottingham University
Y. Stephen Chiu,University of Hong Kong
Jesse Wursten,KU Leuven
Belinda Tracey,Bank of England
Swarnava Biswas,University of Bristol
Joao Jalles,IMF
Florian Kuhlmey,University of Basel
Grace Li,International Monetary Fund
Mikko Nurminen,Turku School of Economics
Christian Agethen,Saarland University
Benjamin Serena,University of Copenhagen
Tommaso Oliviero,University of Naples Federico II and CSEF
Felipe Carozzi,London School of Economics
Benedikt Vogt,CPB - Netherlands Bureau for Economic Policy Analysis
Mariam Mamedli,"Bank of Russia, National Research University Higher School of Economics"
Jeanne Commault,European University Institute
Yilong Xu,University of Heidelberg
Sophie Cetre,Sciences Po Paris
Daniel Schaefer,University of Edinburgh
Jonas Bødker,Aarhus University
Johannes Wacks,University of Mannheim
Mohammed Ait Lahcen,University of Basel
David Finck,Justus-Liebig University Giessen
Marcin Bielecki,Narodowy Bank Polski and University of Warsaw
Daniel Baksa,Central European University / Hungarian Academy of Science
Martin Seneca,Bank of England
Vikors Stebunovs,Federal Reserve Board
Lorenzo Burlon,Bank of Italy
John Keating,University of Kansas
Andreas Kohler,"Federal Department of Economic Affairs, Education and Research"
Luca Macedoni,Aarhus University
Pauline Wibaux,Université Paris 1; Paris School of Economics
Hélia Costa,Toulouse School of Economics
Emiliya Lazarova,University of East Anglia
Reyer Gerlagh,Tilburg University
Alvaro Name-Correa,Universidad Carlos III de Madrid
Stephan Lauermann,"University of Bonn, Department of Econom"
Rodrigue Mendez,Université du Littoral
Anna Petronevich,Banque de France
Lucas van der Velde,University of Warsaw
Emilie Rademakers,KU Leuven
Matteo Fiorini,European University Institute
Gisela Rua,Federal Reserve Board
Jose de Sousa,"University Paris Sud, RITM and CREST"
Clara Santamaria,Princeton University
Luisa Doerr,ifo Institute for economic research
Stephan Heblich,University of Bristol
Chun-Fang Chiang,National Taiwan University
Ernest Dautovic,European Central Bank and University of Lausanne
Hans-Martin von Gaudecker,Universität Bonn
Joachim Winter,University of Munich
Hannah Paule-Paludkiewicz,Goethe University Frankfurt
Robert Duval-Hernandez,Open University of Cyprus and UCY
Rune Lesner,Aarhus University
Yicheng Wang,University of Oslo
Mathias Klein,DIW Berlin
Selahattin Imrohoroglu,University of Southern California
Federico Mandelman,Federal Reserve Bank of Atlanta
Matthias Meier,University of Mannheim
Indrajit Mitra,University of Michigan
Jean-Yves Pitarakis,University of Southampton
Håvard Hungnes,Statistics Norway
Ching-Wai (Jeremy) Chiu,Bank of England
Kevin Staub,The University of Melbourne
Sophia Ding,ETH Zurich
Olivier Scaillet,University of Geneva and Swiss Finance Institute
Andrii Babii,"University of North Carolina, Chapel Hill"
Sami Stouli,University of Bristol
Anna Simoni,CNRS UMR9194 - CREST
Yangguang Huang,Hong Kong University of Science and Technology
Costel Andonie,University of Chicago
Andreas Hefti,University of Zurich; Zurich University of Applied Sciences
Antonia Reinecke,FernUniversität in Hagen
Tommaso Sonno,London School of Economics
Owen Nie,University of Michigan
Lionel Wilner,INSEE-CREST
Senay Sokullu,University of Bristol
Daniel Monte,Sao Paulo School of Economics FGV
Ludmila Matyskova,CERGE-EI
Carl Heese,"University of Bonn, BGSE"
Pablo Beker,University of Warwick
Stefano Lovo,"HEC, Paris"
Rohit Rahi,London School of Economics
Elyès Jouini,Université Paris-Dauphine
Dunhong Jin,University of Oxford
Susan Athey,Stanford Graduate School of Business
